shot_id,guid,page_sequence,index,buf_idx,flags,time_tick,time_seconds,n,az_deg,el_deg,radial_velocity_mps,dist_m,sync_idx,sync_buf,snr,peak,az1_deg,az2_deg,az3_deg,el1_deg,el2_deg,pk0,pk1,pk2,pk3,pk4,pk5
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},0,0,9,9,157577,4.207305900,0.000000000,4.640000,-0.520000,34.280000,0.000000,0,-1,418,873,4.610000,4.680000,0.000000,-0.560000,-0.490000,398.972034,460.290909,420.377254,394.247770,0.000000,0.000000
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},0,32,9,9,157609,4.208160300,0.000850000,4.610000,-0.470000,34.340000,0.000000,0,-1,497,873,4.580000,4.650000,0.000000,-0.510000,-0.440000,460.276604,533.057451,514.131784,481.172800,0.000000,0.000000
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},0,64,8,9,157641,4.209014700,0.001700000,4.580000,-0.390000,34.390000,0.000000,0,-1,542,873,4.550000,4.620000,0.000000,-0.430000,-0.360000,481.879711,562.371016,580.912828,544.022322,0.000000,0.000000
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},0,96,8,9,157673,4.209869100,0.002560000,4.550000,-0.290000,34.400000,0.000000,0,-1,557,873,4.530000,4.580000,0.000000,-0.320000,-0.270000,470.546484,553.102493,623.410940,584.594011,0.000000,0.000000
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},4,128,9,9,157705,4.210723500,0.003410000,4.530000,-0.160000,34.390000,0.000000,0,-1,544,873,4.530000,4.540000,0.000000,-0.170000,-0.160000,432.066917,509.377718,639.160872,600.106716,0.000000,0.000000
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},4,160,10,9,157737,4.211577900,0.004260000,4.550000,0.010000,34.370000,0.000000,0,-1,503,873,4.580000,4.530000,0.000000,0.040000,-0.010000,372.883081,436.396599,623.209476,584.847927,0.000000,0.000000
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},4,192,9,9,157769,4.212432300,0.005120000,4.600000,0.320000,34.370000,0.000000,0,-1,435,873,4.680000,4.530000,0.000000,0.400000,0.250000,297.969580,342.518091,571.577549,535.966158,0.000000,0.000000
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},4,224,8,9,157801,4.213286700,0.005970000,4.660000,0.850000,34.390000,0.000000,0,-1,352,873,4.810000,4.530000,0.000000,1.000000,0.720000,219.852924,245.622396,494.918823,463.265181,0.000000,0.000000
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},8,256,8,9,157833,4.214141100,0.006820000,4.690000,1.740000,34.370000,0.000000,0,-1,274,873,4.900000,4.490000,0.000000,1.950000,1.550000,157.223940,168.659687,411.833525,382.941961,0.000000,0.000000
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},8,288,7,9,157865,4.214995500,0.007680000,4.580000,3.110000,34.290000,0.000000,0,-1,218,873,4.770000,4.410000,0.000000,3.290000,2.940000,123.399496,128.624439,337.932110,311.043262,0.000000,0.000000
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},8,320,7,9,157897,4.215849900,0.008530000,4.370000,4.690000,34.220000,0.000000,0,-1,186,873,4.420000,4.330000,0.000000,4.740000,4.650000,114.265680,116.976500,279.188156,254.379511,0.000000,0.000000
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},8,352,7,9,157929,4.216704300,0.009380000,4.240000,5.740000,34.220000,0.000000,0,-1,170,873,4.220000,4.260000,0.000000,5.720000,5.760000,118.587017,121.500492,234.395266,213.223696,0.000000,0.000000
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},12,384,5,9,157961,4.217558700,0.010240000,4.200000,6.040000,34.300000,0.000000,0,-1,164,873,4.180000,4.220000,0.000000,6.030000,6.070000,130.823851,135.719776,202.826262,187.096596,0.000000,0.000000
7,{6aae52ef-0000-40a7-afd4-0a7cb1400007},12,416,5,9,157993,4.218413100,0.011090000,4.190000,5.960000,34.420000,0.000000,0,-1,165,873,4.170000,4.210000,0.000000,5.940000,5.990000,148.578882,154.283047,186.237097,175.588131,0.000000,0.000000
