shot_id,guid,page_sequence,index,buf_idx,flags,time_tick,time_seconds,n,az_deg,el_deg,radial_velocity_mps,dist_m,sync_idx,sync_buf,snr,peak,az1_deg,az2_deg,az3_deg,el1_deg,el2_deg,pk0,pk1,pk2,pk3,pk4,pk5
6,{6aae52e1-0000-402c-afd4-02ce9c100006},0,0,10,9,123721,3.303350700,0.000000000,4.610000,-0.510000,31.280000,0.000000,0,-1,595,886,4.590000,4.640000,0.000000,-0.540000,-0.490000,550.053120,641.483068,612.776279,576.800108,0.000000,0.000000
6,{6aae52e1-0000-402c-afd4-02ce9c100006},0,32,10,9,123753,3.304205100,0.000850000,4.580000,-0.440000,31.330000,0.000000,0,-1,685,886,4.560000,4.610000,0.000000,-0.470000,-0.420000,609.148741,712.827444,732.161999,689.218044,0.000000,0.000000
6,{6aae52e1-0000-402c-afd4-02ce9c100006},0,64,10,9,123785,3.305059500,0.001700000,4.530000,-0.350000,31.360000,0.000000,0,-1,714,886,4.530000,4.550000,0.000000,-0.360000,-0.340000,601.347685,705.372095,799.379349,751.054287,0.000000,0.000000
6,{6aae52e1-0000-402c-afd4-02ce9c100006},0,96,9,9,123817,3.305913900,0.002560000,4.490000,-0.210000,31.370000,0.000000,0,-1,685,886,4.500000,4.490000,0.000000,-0.210000,-0.220000,537.931919,631.359816,812.654495,760.864019,0.000000,0.000000
6,{6aae52e1-0000-402c-afd4-02ce9c100006},4,128,8,9,123849,3.306768300,0.003410000,4.450000,0.000000,31.350000,0.000000,0,-1,612,886,4.490000,4.420000,0.000000,0.030000,-0.040000,441.058874,514.904261,775.055885,721.820593,0.000000,0.000000
6,{6aae52e1-0000-402c-afd4-02ce9c100006},4,160,6,9,123881,3.307622700,0.004260000,4.420000,0.370000,31.310000,0.000000,0,-1,509,886,4.500000,4.360000,0.000000,0.450000,0.310000,335.336924,384.566784,693.105459,641.235113,0.000000,0.000000
6,{6aae52e1-0000-402c-afd4-02ce9c100006},4,192,5,9,123913,3.308477100,0.005120000,4.400000,1.150000,31.260000,0.000000,0,-1,401,886,4.510000,4.300000,0.000000,1.260000,1.050000,243.108273,272.494555,584.399700,536.967516,0.000000,0.000000
6,{6aae52e1-0000-402c-afd4-02ce9c100006},4,224,4,9,123945,3.309331500,0.005970000,4.280000,2.690000,31.210000,0.000000,0,-1,313,887,4.360000,4.200000,0.000000,2.770000,2.620000,183.413029,201.587677,474.756956,433.084965,0.000000,0.000000
6,{6aae52e1-0000-402c-afd4-02ce9c100006},8,256,4,9,123977,3.310185900,0.006820000,4.130000,4.140000,31.200000,0.000000,0,-1,262,887,4.160000,4.110000,0.000000,4.170000,4.130000,162.276030,175.927877,386.323929,350.408554,0.000000,0.000000
6,{6aae52e1-0000-402c-afd4-02ce9c100006},8,288,5,9,124009,3.311040300,0.007680000,4.020000,5.120000,31.240000,0.000000,0,-1,240,887,4.010000,4.040000,0.000000,5.110000,5.140000,167.520046,180.778503,324.800014,294.226408,0.000000,0.000000
6,{6aae52e1-0000-402c-afd4-02ce9c100006},8,320,5,9,124041,3.311894700,0.008530000,3.960000,5.850000,31.340000,0.000000,0,-1,231,886,3.950000,3.980000,0.000000,5.840000,5.880000,184.042454,199.245214,284.274817,259.010792,0.000000,0.000000
