shot_id,guid,track_id,point_index,frame_number,timestamp,u_px,v_px,radius_px,circularity_factor,shutter_time_ms
6,{6aae52e1-0000-402c-afd4-02ce9c100006},2,0,0,1789809376.767350912,248.567047,322.656067,12.191849,94.000000,1.000000
6,{6aae52e1-0000-402c-afd4-02ce9c100006},3,0,0,1789809376.767350912,0.000000,0.384070,0.062035,0.938098,1.000000
6,{6aae52e1-0000-402c-afd4-02ce9c100006},4,0,0,1789809376.869576931,0.000000,0.000000,1.000000,94.000000,1.000000
6,{6aae52e1-0000-402c-afd4-02ce9c100006},6,0,0,1789809376.767350912,248.567047,322.656067,12.191849,0.948135,1.000000
